Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials,match_result,home_rank,away_rank,rank_diff,Unnamed: 0,group,rank,team,matches_played,wins,draws,losses,goals_scored,goals_against,goal_difference,points,expected_goal_scored,exp_goal_conceded,exp_goal_difference,exp_goal_difference_per_90,Unnamed: 0_away,group_away,rank_away,team_away,matches_played_away,wins_away,draws_away,losses_away,goals_scored_away,goals_against_away,goal_difference_away,points_away,expected_goal_scored_away,exp_goal_conceded_away,exp_goal_difference_away,exp_goal_difference_per_90_away,xg_diff,goals_scored_diff,goal_difference_diff,wins_diff,exp_goal_conceded_diff,Unnamed: 0_home,group_home,rank_home,team_home,matches_played_home,wins_home,draws_home,losses_home,goals_scored_home,goals_against_home,goal_difference_home,points_home,expected_goal_scored_home,exp_goal_conceded_home,exp_goal_difference_home,exp_goal_difference_per_90_home
2002.0,2002-06-02 16:30:00,Group B,Busan Asiad Main Stadium,Busan ,Paraguay,2.0,2.0,South Africa, ,25186.0,1.0,0.0,MICHEL Lubos (SVK),SRAMKA Igor (SVK),CHARLES Curtis (ATG),43950100.0,43950006.0,PAR,RSA,Draw,18.0,37.0,-19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.0,2002-06-02 18:30:00,Group F,Saitama Stadium 2002,Saitama ,England,1.0,1.0,Sweden, ,52721.0,1.0,0.0,SIMON Carlos (BRA),OLIVEIRA Jorge (BRA),DUPANOV Yuri (BLR),43950100.0,43950005.0,ENG,SWE,Draw,12.0,19.0,-7.0,4.0,2.0,1.0,England,3.0,2.0,1.0,0.0,9.0,2.0,7.0,7.0,5.2,2.3,2.9,0.97,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,1.0,England,3.0,2.0,1.0,0.0,9.0,2.0,7.0,7.0,5.2,2.3,2.9,0.97
2002.0,2002-06-02 20:30:00,Group B,Gwangju World Cup Stadium,Gwangju ,Spain,3.0,1.0,Slovenia, ,28598.0,1.0,0.0,GUEZZAZ Mohammed (MAR),TOMUSANGE Ali (UGA),BEREUTER Egon (AUT),43950100.0,43950008.0,ESP,SVN,Home Win,8.0,25.0,-17.0,17.0,5.0,2.0,Spain,3.0,1.0,1.0,1.0,9.0,3.0,6.0,4.0,5.2,2.7,2.5,0.82,,,,,,,,,,,,,,,,,,,,,,17.0,5.0,2.0,Spain,3.0,1.0,1.0,1.0,9.0,3.0,6.0,4.0,5.2,2.7,2.5,0.82
2002.0,2002-06-03 20:30:00,Group G,Sapporo Dome,Sapporo ,Italy,2.0,0.0,Ecuador, ,31081.0,2.0,0.0,HALL Brian (USA),VERGARA Hector (CAN),SHARP Philip (ENG),43950100.0,43950011.0,ITA,ECU,Home Win,6.0,36.0,-30.0,,,,,,,,,,,,,,,,,2.0,1.0,3.0,Ecuador,3.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,3.7,2.6,1.2,0.39,,,,,,,,,,,,,,,,,,,,,
2002.0,2002-06-03 15:30:00,Group G,Niigata Stadium Big Swan,Niigata ,Croatia,0.0,1.0,Mexico, ,32239.0,0.0,0.0,JUN Lu (CHN),KOMALEESWARAN Sankar (IND),ADJENGUI Taoufik (TUN),43950100.0,43950009.0,CRO,MEX,Away Win,21.0,7.0,14.0,21.0,6.0,2.0,Croatia,3.0,1.0,2.0,0.0,4.0,1.0,3.0,5.0,3.8,3.8,0.0,-0.01,10.0,3.0,3.0,Mexico,3.0,1.0,1.0,1.0,2.0,3.0,-1.0,4.0,3.3,2.4,0.9,0.3,0.5,2.0,4.0,0.0,1.4,21.0,6.0,2.0,Croatia,3.0,1.0,2.0,0.0,4.0,1.0,3.0,5.0,3.8,3.8,0.0,-0.01
2002.0,2002-06-04 20:30:00,Group D,Busan Asiad Main Stadium,Busan ,Korea Republic,2.0,0.0,Poland, ,48760.0,1.0,0.0,RUIZ Oscar (COL),DORIRI Elise (VAN),LINDBERG Leif (SWE),43950100.0,43950014.0,KOR,POL,Home Win,40.0,38.0,2.0,29.0,8.0,2.0,Korea Republic,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,4.1,3.5,0.6,0.19,9.0,3.0,2.0,Poland,3.0,1.0,1.0,1.0,2.0,2.0,0.0,4.0,2.8,5.9,-3.1,-1.04,1.2999999999999998,2.0,0.0,0.0,-2.4000000000000004,29.0,8.0,2.0,Korea Republic,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,4.1,3.5,0.6,0.19
2002.0,2002-06-05 15:30:00,Group H,Kobe Wing Stadium,Kobe ,Russia,2.0,0.0,Tunisia, ,30957.0,0.0,0.0,PRENDERGAST Peter (JAM),RAGOONATH Michael (TRI),SMITH Paul (NZL),43950100.0,43950015.0,RUS,TUN,Home Win,28.0,31.0,-3.0,,,,,,,,,,,,,,,,,14.0,4.0,3.0,Tunisia,3.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2.3,2.8,-0.5,-0.17,,,,,,,,,,,,,,,,,,,,,
2002.0,2002-06-05 18:00:00,Group D,Suwon World Cup Stadium,Suwon ,USA,3.0,2.0,Portugal, ,37306.0,3.0,1.0,MORENO Byron (ECU),FIERRO Bomer (ECU),HASSOUNEH Awni (JOR),43950100.0,43950016.0,USA,POR,Home Win,13.0,5.0,8.0,,,,,,,,,,,,,,,,,28.0,8.0,1.0,Portugal,3.0,2.0,0.0,1.0,6.0,4.0,2.0,6.0,4.6,3.9,0.7,0.24,,,,,,,,,,,,,,,,,,,,,
2002.0,2002-06-05 20:30:00,Group E,Kashima Stadium,Ibaraki ,Germany,1.0,1.0,"rn"">Republic of Ireland", ,35854.0,1.0,0.0,NIELSEN Kim Milton (DEN),LARSEN Jens (DEN),AMLER Evzen (CZE),43950100.0,43950017.0,GER,IRL,Draw,11.0,,,18.0,5.0,3.0,Germany,3.0,1.0,1.0,1.0,6.0,5.0,1.0,4.0,10.1,3.4,6.7,2.22,,,,,,,,,,,,,,,,,,,,,,18.0,5.0,3.0,Germany,3.0,1.0,1.0,1.0,6.0,5.0,1.0,4.0,10.1,3.4,6.7,2.22
2002.0,2002-06-06 15:30:00,Group A,Daegu World Cup Stadium,Daegu ,Denmark,1.0,1.0,Senegal, ,43500.0,1.0,0.0,BATRES Carlos (GUA),SZEKELY Ferenc (HUN),KRISHNAN Visva (SIN),43950100.0,43950020.0,DEN,SEN,Draw,20.0,42.0,-22.0,15.0,4.0,4.0,Denmark,3.0,0.0,1.0,2.0,1.0,3.0,-2.0,1.0,2.7,3.9,-1.2,-0.39,1.0,1.0,2.0,Senegal,3.0,2.0,0.0,1.0,5.0,4.0,1.0,6.0,3.8,2.5,1.3,0.43,-1.0999999999999996,-4.0,-3.0,-2.0,1.4,15.0,4.0,4.0,Denmark,3.0,0.0,1.0,2.0,1.0,3.0,-2.0,1.0,2.7,3.9,-1.2,-0.39
2002.0,2002-06-06 18:00:00,Group E,Saitama Stadium 2002,Saitama ,Cameroon,1.0,0.0,Saudi Arabia, ,52328.0,0.0,0.0,HAUGE Terje (NOR),VAN NYLEN Roland (BEL),WIERZBOWSKI Maciej (POL),43950100.0,43950019.0,CMR,KSA,Home Win,17.0,34.0,-17.0,26.0,7.0,3.0,Cameroon,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,3.4,5.8,-2.3,-0.78,11.0,3.0,4.0,Saudi Arabia,3.0,1.0,0.0,2.0,3.0,5.0,-2.0,3.0,3.0,6.0,-3.0,-1.01,0.3999999999999999,1.0,2.0,0.0,-0.20000000000000018,26.0,7.0,3.0,Cameroon,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,3.4,5.8,-2.3,-0.78
2002.0,2002-06-06 20:30:00,Group A,Busan Asiad Main Stadium,Busan ,France,0.0,0.0,Uruguay, ,38289.0,0.0,0.0,RAMOS RIZO Felipe (MEX),FERNANDEZ Vladimir (SLV),CHARLES Curtis (ATG),43950100.0,43950018.0,FRA,URU,Draw,1.0,24.0,-23.0,12.0,4.0,1.0,France,3.0,2.0,0.0,1.0,6.0,3.0,3.0,6.0,7.2,1.6,5.5,1.85,30.0,8.0,3.0,Uruguay,3.0,1.0,1.0,1.0,2.0,2.0,0.0,4.0,3.7,3.5,0.1,0.05,3.5,4.0,3.0,1.0,-1.9,12.0,4.0,1.0,France,3.0,2.0,0.0,1.0,6.0,3.0,3.0,6.0,7.2,1.6,5.5,1.85
2002.0,2002-06-07 15:30:00,Group F,Kobe Wing Stadium,Kobe ,Sweden,2.0,1.0,Nigeria, ,36194.0,1.0,1.0,ORTUBE Rene (BOL),GIACOMUZZI Miguel (PAR),AWANG HAMAT Mat Lazim (MAS),43950100.0,43950021.0,SWE,NGA,Home Win,19.0,27.0,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.0,2002-06-07 20:30:00,Group F,Sapporo Dome,Sapporo ,Argentina,0.0,1.0,England, ,35927.0,0.0,1.0,COLLINA Pierluigi (ITA),VERGARA Hector (CAN),SAEED Mohamed (MDV),43950100.0,43950023.0,ARG,ENG,Away Win,3.0,12.0,-9.0,8.0,3.0,1.0,Argentina,3.0,2.0,0.0,1.0,5.0,2.0,3.0,6.0,6.0,0.7,5.2,1.74,4.0,2.0,1.0,England,3.0,2.0,1.0,0.0,9.0,2.0,7.0,7.0,5.2,2.3,2.9,0.97,0.7999999999999998,-4.0,-4.0,0.0,-1.5999999999999999,8.0,3.0,1.0,Argentina,3.0,2.0,0.0,1.0,5.0,2.0,3.0,6.0,6.0,0.7,5.2,1.74
2002.0,2002-06-08 15:30:00,Group B,Daegu World Cup Stadium,Daegu ,South Africa,1.0,0.0,Slovenia, ,47226.0,1.0,0.0,SANCHEZ Angel (ARG),RATTALINO Jorge (ARG),ALTRAIFI Ali (KSA),43950100.0,43950024.0,RSA,SVN,Home Win,37.0,25.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.0,2002-06-08 20:30:00,Group C,Jeju World Cup Stadium,Jeju ,Brazil,4.0,0.0,China PR, ,36750.0,3.0,0.0,FRISK Anders (SWE),LINDBERG Leif (SWE),FIERRO Bomer (ECU),43950100.0,43950026.0,BRA,CHN,Home Win,2.0,50.0,-48.0,24.0,7.0,1.0,Brazil,3.0,2.0,0.0,1.0,3.0,1.0,2.0,6.0,5.9,0.9,4.9,1.65,,,,,,,,,,,,,,,,,,,,,,24.0,7.0,1.0,Brazil,3.0,2.0,0.0,1.0,3.0,1.0,2.0,6.0,5.9,0.9,4.9,1.65
2002.0,2002-06-09 18:00:00,Group C,Incheon Football Stadium,Incheon ,Costa Rica,1.0,1.0,Turkey, ,42299.0,0.0,0.0,CODJIA Coffi (BEN),DANTE Dramane (MLI),MUDZAMIRI Brighton (ZIM),43950100.0,43950028.0,CRC,TUR,Draw,29.0,22.0,7.0,19.0,5.0,4.0,Costa Rica,3.0,1.0,0.0,2.0,3.0,11.0,-8.0,3.0,1.4,10.1,-8.7,-2.9,,,,,,,,,,,,,,,,,,,,,,19.0,5.0,4.0,Costa Rica,3.0,1.0,0.0,2.0,3.0,11.0,-8.0,3.0,1.4,10.1,-8.7,-2.9
2002.0,2002-06-09 20:30:00,Group H,International Stadium Yokohama,Yokohama ,Japan,1.0,0.0,Russia, ,66108.0,0.0,0.0,MERK Markus (GER),MUELLER Heiner (GER),AMLER Evzen (CZE),43950100.0,43950029.0,JPN,RUS,Home Win,32.0,28.0,4.0,16.0,5.0,1.0,Japan,3.0,2.0,0.0,1.0,4.0,3.0,1.0,6.0,3.8,4.2,-0.4,-0.14,,,,,,,,,,,,,,,,,,,,,,16.0,5.0,1.0,Japan,3.0,2.0,0.0,1.0,4.0,3.0,1.0,6.0,3.8,4.2,-0.4,-0.14
2002.0,2002-06-09 15:30:00,Group G,Miyagi Stadium,Rifu ,Mexico,2.0,1.0,Ecuador, ,45610.0,1.0,1.0,DAAMI Mourad (TUN),ADJENGUI Taoufik (TUN),KOLEIT Haidar (LIB),43950100.0,43950027.0,MEX,ECU,Home Win,7.0,36.0,-29.0,10.0,3.0,3.0,Mexico,3.0,1.0,1.0,1.0,2.0,3.0,-1.0,4.0,3.3,2.4,0.9,0.3,2.0,1.0,3.0,Ecuador,3.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,3.7,2.6,1.2,0.39,-0.40000000000000036,-2.0,-2.0,0.0,-0.20000000000000018,10.0,3.0,3.0,Mexico,3.0,1.0,1.0,1.0,2.0,3.0,-1.0,4.0,3.3,2.4,0.9,0.3
2002.0,2002-06-10 15:30:00,Group D,Daegu World Cup Stadium,Daegu ,Korea Republic,1.0,1.0,USA, ,60778.0,0.0,1.0,MEIER Urs (SUI),BEREUTER Egon (AUT),TOMUSANGE Ali (UGA),43950100.0,43950030.0,KOR,USA,Draw,40.0,13.0,27.0,29.0,8.0,2.0,Korea Republic,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,4.1,3.5,0.6,0.19,,,,,,,,,,,,,,,,,,,,,,29.0,8.0,2.0,Korea Republic,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,4.1,3.5,0.6,0.19
2002.0,2002-06-10 20:30:00,Group D,Jeonju World Cup Stadium,Jeonju ,Portugal,4.0,0.0,Poland, ,31000.0,1.0,0.0,DALLAS Hugh (SCO),SRAMKA Igor (SVK),FARAG Wagih (EGY),43950100.0,43950032.0,POR,POL,Home Win,5.0,38.0,-33.0,28.0,8.0,1.0,Portugal,3.0,2.0,0.0,1.0,6.0,4.0,2.0,6.0,4.6,3.9,0.7,0.24,9.0,3.0,2.0,Poland,3.0,1.0,1.0,1.0,2.0,2.0,0.0,4.0,2.8,5.9,-3.1,-1.04,1.7999999999999998,4.0,2.0,1.0,-2.0000000000000004,28.0,8.0,1.0,Portugal,3.0,2.0,0.0,1.0,6.0,4.0,2.0,6.0,4.6,3.9,0.7,0.24
2002.0,2002-06-10 18:00:00,Group H,Oita Stadium Big Eye,Oita ,Tunisia,1.0,1.0,Belgium, ,39700.0,1.0,1.0,SHIELD Mark (AUS),SMITH Paul (NZL),KOMALEESWARAN Sankar (IND),43950100.0,43950031.0,TUN,BEL,Draw,31.0,23.0,8.0,14.0,4.0,3.0,Tunisia,3.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2.3,2.8,-0.5,-0.17,22.0,6.0,3.0,Belgium,3.0,1.0,1.0,1.0,1.0,2.0,-1.0,4.0,4.7,4.6,0.2,0.05,-2.4000000000000004,0.0,1.0,0.0,-1.7999999999999998,14.0,4.0,3.0,Tunisia,3.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2.3,2.8,-0.5,-0.17
2002.0,2002-06-11 15:30:00,Group A,Incheon Football Stadium,Incheon ,Denmark,2.0,0.0,France, ,48100.0,1.0,0.0,MELO PEREIRA Vitor (POR),MATOS Carlos (POR),DORIRI Elise (VAN),43950100.0,43950033.0,DEN,FRA,Home Win,20.0,1.0,19.0,15.0,4.0,4.0,Denmark,3.0,0.0,1.0,2.0,1.0,3.0,-2.0,1.0,2.7,3.9,-1.2,-0.39,12.0,4.0,1.0,France,3.0,2.0,0.0,1.0,6.0,3.0,3.0,6.0,7.2,1.6,5.5,1.85,-4.5,-5.0,-5.0,-2.0,2.3,15.0,4.0,4.0,Denmark,3.0,0.0,1.0,2.0,1.0,3.0,-2.0,1.0,2.7,3.9,-1.2,-0.39
2002.0,2002-06-11 20:30:00,Group E,International Stadium Yokohama,Yokohama ,Saudi Arabia,0.0,3.0,"rn"">Republic of Ireland", ,65320.0,0.0,1.0,NDOYE Falla (SEN),WIERZBOWSKI Maciej (POL),ARNAULT Frederic (FRA),43950100.0,43950036.0,KSA,IRL,Away Win,34.0,,,11.0,3.0,4.0,Saudi Arabia,3.0,1.0,0.0,2.0,3.0,5.0,-2.0,3.0,3.0,6.0,-3.0,-1.01,,,,,,,,,,,,,,,,,,,,,,11.0,3.0,4.0,Saudi Arabia,3.0,1.0,0.0,2.0,3.0,5.0,-2.0,3.0,3.0,6.0,-3.0,-1.01
2002.0,2002-06-11 20:30:00,Group E,Shizuoka Stadium Ecopa,Shizuoka ,Cameroon,0.0,2.0,Germany, ,47085.0,0.0,0.0,LOPEZ NIETO Antonio (ESP),SAEED Mohamed (MDV),OLIVEIRA Jorge (BRA),43950100.0,43950035.0,CMR,GER,Away Win,17.0,11.0,6.0,26.0,7.0,3.0,Cameroon,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,3.4,5.8,-2.3,-0.78,18.0,5.0,3.0,Germany,3.0,1.0,1.0,1.0,6.0,5.0,1.0,4.0,10.1,3.4,6.7,2.22,-6.699999999999999,-2.0,-1.0,0.0,2.4,26.0,7.0,3.0,Cameroon,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,3.4,5.8,-2.3,-0.78
2002.0,2002-06-12 15:30:00,Group F,Miyagi Stadium,Rifu ,Sweden,1.0,1.0,Argentina, ,45777.0,0.0,0.0,BUJSAIM Ali (UAE),MUELLER Heiner (GER),RAGOONATH Michael (TRI),43950100.0,43950037.0,SWE,ARG,Draw,19.0,3.0,16.0,,,,,,,,,,,,,,,,,8.0,3.0,1.0,Argentina,3.0,2.0,0.0,1.0,5.0,2.0,3.0,6.0,6.0,0.7,5.2,1.74,,,,,,,,,,,,,,,,,,,,,
2002.0,2002-06-12 15:30:00,Group F,Osaka Nagai Stadium,Osaka ,Nigeria,0.0,0.0,England, ,44864.0,0.0,0.0,HALL Brian (USA),VERGARA Hector (CAN),AMLER Evzen (CZE),43950100.0,43950038.0,NGA,ENG,Draw,27.0,12.0,15.0,,,,,,,,,,,,,,,,,4.0,2.0,1.0,England,3.0,2.0,1.0,0.0,9.0,2.0,7.0,7.0,5.2,2.3,2.9,0.97,,,,,,,,,,,,,,,,,,,,,
2002.0,2002-06-12 20:30:00,Group B,Jeju World Cup Stadium,Jeju ,Slovenia,1.0,3.0,Paraguay, ,30176.0,1.0,0.0,RAMOS RIZO Felipe (MEX),LINDBERG Leif (SWE),KRISHNAN Visva (SIN),43950100.0,43950040.0,SVN,PAR,Away Win,25.0,18.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.0,2002-06-12 20:30:00,Group B,Daejeon World Cup Stadium,Daejeon ,South Africa,2.0,3.0,Spain, ,31024.0,1.0,2.0,MANE Saad (KUW),RATTALINO Jorge (ARG),HASSOUNEH Awni (JOR),43950100.0,43950039.0,RSA,ESP,Away Win,37.0,8.0,29.0,,,,,,,,,,,,,,,,,17.0,5.0,2.0,Spain,3.0,1.0,1.0,1.0,9.0,3.0,6.0,4.0,5.2,2.7,2.5,0.82,,,,,,,,,,,,,,,,,,,,,
2002.0,2002-06-13 15:30:00,Group C,Suwon World Cup Stadium,Suwon ,Costa Rica,2.0,5.0,Brazil, ,38524.0,1.0,3.0,EL GHANDOUR Gamal (EGY),FARAG Wagih (EGY),BEREUTER Egon (AUT),43950100.0,43950041.0,CRC,BRA,Away Win,29.0,2.0,27.0,19.0,5.0,4.0,Costa Rica,3.0,1.0,0.0,2.0,3.0,11.0,-8.0,3.0,1.4,10.1,-8.7,-2.9,24.0,7.0,1.0,Brazil,3.0,2.0,0.0,1.0,3.0,1.0,2.0,6.0,5.9,0.9,4.9,1.65,-4.5,0.0,-10.0,-1.0,9.2,19.0,5.0,4.0,Costa Rica,3.0,1.0,0.0,2.0,3.0,11.0,-8.0,3.0,1.4,10.1,-8.7,-2.9
2002.0,2002-06-13 15:30:00,Group C,Seoul World Cup Stadium,Seoul ,Turkey,3.0,0.0,China PR, ,43605.0,2.0,0.0,RUIZ Oscar (COL),TOMUSANGE Ali (UGA),CHARLES Curtis (ATG),43950100.0,43950042.0,TUR,CHN,Home Win,22.0,50.0,-28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.0,2002-06-13 20:30:00,Group G,International Stadium Yokohama,Yokohama ,Ecuador,1.0,0.0,Croatia, ,65862.0,0.0,0.0,MATTUS William (CRC),GIACOMUZZI Miguel (PAR),VAN NYLEN Roland (BEL),43950100.0,43950044.0,ECU,CRO,Home Win,36.0,21.0,15.0,2.0,1.0,3.0,Ecuador,3.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,3.7,2.6,1.2,0.39,21.0,6.0,2.0,Croatia,3.0,1.0,2.0,0.0,4.0,1.0,3.0,5.0,3.8,3.8,0.0,-0.01,-0.09999999999999964,0.0,-2.0,0.0,-1.1999999999999997,2.0,1.0,3.0,Ecuador,3.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,3.7,2.6,1.2,0.39
2002.0,2002-06-13 20:30:00,Group G,Oita Stadium Big Eye,Oita ,Mexico,1.0,1.0,Italy, ,39291.0,1.0,0.0,SIMON Carlos (BRA),OLIVEIRA Jorge (BRA),AWANG HAMAT Mat Lazim (MAS),43950100.0,43950043.0,MEX,ITA,Draw,7.0,6.0,1.0,10.0,3.0,3.0,Mexico,3.0,1.0,1.0,1.0,2.0,3.0,-1.0,4.0,3.3,2.4,0.9,0.3,,,,,,,,,,,,,,,,,,,,,,10.0,3.0,3.0,Mexico,3.0,1.0,1.0,1.0,2.0,3.0,-1.0,4.0,3.3,2.4,0.9,0.3
2002.0,2002-06-14 15:30:00,Group H,Osaka Nagai Stadium,Osaka ,Tunisia,0.0,2.0,Japan, ,45213.0,0.0,0.0,VEISSIERE Gilles (FRA),ARNAULT Frederic (FRA),KOLEIT Haidar (LIB),43950100.0,43950045.0,TUN,JPN,Away Win,31.0,32.0,-1.0,14.0,4.0,3.0,Tunisia,3.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2.3,2.8,-0.5,-0.17,16.0,5.0,1.0,Japan,3.0,2.0,0.0,1.0,4.0,3.0,1.0,6.0,3.8,4.2,-0.4,-0.14,-1.5,-3.0,-1.0,-1.0,-1.4000000000000004,14.0,4.0,3.0,Tunisia,3.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2.3,2.8,-0.5,-0.17
2002.0,2002-06-14 20:30:00,Group D,Incheon Football Stadium,Incheon ,Portugal,0.0,1.0,Korea Republic, ,50239.0,0.0,0.0,SANCHEZ Angel (ARG),ALTRAIFI Ali (KSA),SZEKELY Ferenc (HUN),43950100.0,43950047.0,POR,KOR,Away Win,5.0,40.0,-35.0,28.0,8.0,1.0,Portugal,3.0,2.0,0.0,1.0,6.0,4.0,2.0,6.0,4.6,3.9,0.7,0.24,29.0,8.0,2.0,Korea Republic,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,4.1,3.5,0.6,0.19,0.5,2.0,2.0,1.0,0.3999999999999999,28.0,8.0,1.0,Portugal,3.0,2.0,0.0,1.0,6.0,4.0,2.0,6.0,4.6,3.9,0.7,0.24
2002.0,2002-06-14 20:30:00,Group D,Daejeon World Cup Stadium,Daejeon ,Poland,3.0,1.0,USA, ,26482.0,2.0,0.0,LU Jun (CHN),FIERRO Bomer (ECU),POOL Jaap (NED),43950100.0,43950048.0,POL,USA,Home Win,38.0,13.0,25.0,9.0,3.0,2.0,Poland,3.0,1.0,1.0,1.0,2.0,2.0,0.0,4.0,2.8,5.9,-3.1,-1.04,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,2.0,Poland,3.0,1.0,1.0,1.0,2.0,2.0,0.0,4.0,2.8,5.9,-3.1,-1.04
2002.0,2002-06-14 15:30:00,Group H,Shizuoka Stadium Ecopa,Shizuoka ,Belgium,3.0,2.0,Russia, ,46640.0,1.0,0.0,NIELSEN Kim Milton (DEN),SHARP Philip (ENG),KOMALEESWARAN Sankar (IND),43950100.0,43950046.0,BEL,RUS,Home Win,23.0,28.0,-5.0,22.0,6.0,3.0,Belgium,3.0,1.0,1.0,1.0,1.0,2.0,-1.0,4.0,4.7,4.6,0.2,0.05,,,,,,,,,,,,,,,,,,,,,,22.0,6.0,3.0,Belgium,3.0,1.0,1.0,1.0,1.0,2.0,-1.0,4.0,4.7,4.6,0.2,0.05
2002.0,2002-06-15 20:30:00,Round of 16,Niigata Stadium Big Swan,Niigata ,Denmark,0.0,3.0,England, ,40582.0,0.0,3.0,MERK Markus (GER),MUELLER Heiner (GER),AMLER Evzen (CZE),43950200.0,43950050.0,DEN,ENG,Away Win,20.0,12.0,8.0,15.0,4.0,4.0,Denmark,3.0,0.0,1.0,2.0,1.0,3.0,-2.0,1.0,2.7,3.9,-1.2,-0.39,4.0,2.0,1.0,England,3.0,2.0,1.0,0.0,9.0,2.0,7.0,7.0,5.2,2.3,2.9,0.97,-2.5,-8.0,-9.0,-2.0,1.6,15.0,4.0,4.0,Denmark,3.0,0.0,1.0,2.0,1.0,3.0,-2.0,1.0,2.7,3.9,-1.2,-0.39
2002.0,2002-06-15 15:30:00,Round of 16,Jeju World Cup Stadium,Jeju ,Germany,1.0,0.0,Paraguay, ,25176.0,0.0,0.0,BATRES Carlos (GUA),CHARLES Curtis (ATG),DANTE Dramane (MLI),43950200.0,43950049.0,GER,PAR,Home Win,11.0,18.0,-7.0,18.0,5.0,3.0,Germany,3.0,1.0,1.0,1.0,6.0,5.0,1.0,4.0,10.1,3.4,6.7,2.22,,,,,,,,,,,,,,,,,,,,,,18.0,5.0,3.0,Germany,3.0,1.0,1.0,1.0,6.0,5.0,1.0,4.0,10.1,3.4,6.7,2.22
2002.0,2002-06-16 20:30:00,Round of 16,Suwon World Cup Stadium,Suwon ,Spain,1.0,1.0,"rn"">Republic of Ireland",Spain win on penalties (3 - 2) ,38926.0,0.0,0.0,FRISK Anders (SWE),LINDBERG Leif (SWE),SRAMKA Igor (SVK),43950200.0,43950052.0,ESP,IRL,Draw,8.0,,,17.0,5.0,2.0,Spain,3.0,1.0,1.0,1.0,9.0,3.0,6.0,4.0,5.2,2.7,2.5,0.82,,,,,,,,,,,,,,,,,,,,,,17.0,5.0,2.0,Spain,3.0,1.0,1.0,1.0,9.0,3.0,6.0,4.0,5.2,2.7,2.5,0.82
2002.0,2002-06-16 15:30:00,Round of 16,Oita Stadium Big Eye,Oita ,Sweden,1.0,2.0,Senegal,Win on Golden Goal ,39747.0,0.0,0.0,AQUINO Ubaldo (PAR),GIACOMUZZI Miguel (PAR),VERGARA Hector (CAN),43950200.0,43950051.0,SWE,SEN,Away Win,19.0,42.0,-23.0,,,,,,,,,,,,,,,,,1.0,1.0,2.0,Senegal,3.0,2.0,0.0,1.0,5.0,4.0,1.0,6.0,3.8,2.5,1.3,0.43,,,,,,,,,,,,,,,,,,,,,
2002.0,2002-06-17 20:30:00,Round of 16,Kobe Wing Stadium,Kobe ,Brazil,2.0,0.0,Belgium, ,40440.0,0.0,0.0,PRENDERGAST Peter (JAM),DUPANOV Yuri (BLR),SAEED Mohamed (MDV),43950200.0,43950054.0,BRA,BEL,Home Win,2.0,23.0,-21.0,24.0,7.0,1.0,Brazil,3.0,2.0,0.0,1.0,3.0,1.0,2.0,6.0,5.9,0.9,4.9,1.65,22.0,6.0,3.0,Belgium,3.0,1.0,1.0,1.0,1.0,2.0,-1.0,4.0,4.7,4.6,0.2,0.05,1.2000000000000002,2.0,3.0,1.0,-3.6999999999999997,24.0,7.0,1.0,Brazil,3.0,2.0,0.0,1.0,3.0,1.0,2.0,6.0,5.9,0.9,4.9,1.65
